MethodFullyQualifiedName,ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalChurn,MaxChurn,AvgChurn,NFix,IsBuggy
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTLikeExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTLookupExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTAddExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTSubExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTDivideExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTMultiplyExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTNegateExpr, SelectorEvalState)",5,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTConstant, SelectorEvalState)",5,4,2,1,1,0,0,1,1,4,4,4,4.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java/visit(ASTStringVarargParams, SelectorEvalState)",5,4,2,1,1,0,0,1,1,4,4,4,4.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java/doComparison(Boolean, Boolean)",5,4,2,2,2,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java/evaluateImpl(SelectorConstant, SelectorConstant, MessageImpl)",5,5,3,1,1,0,0,1,1,5,5,5,5.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java/toString(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/getConstantValue(),5,4,0,1,1,0,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/addToStringSet(String),5,3,1,1,1,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/setConstantValue(SelectorConstant),5,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/getExprFunction(),5,4,0,1,1,0,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/setExprFunction(ExprFunction),5,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/toString(),5,6,0,0,0,0,1,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/getConstantValueInternal(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java/getExprFunctionInternal(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/evaluate(SelectorEvalState),5,5,1,1,1,0,1,1,1,10,10,10,10.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/doEvaluate(MessageImpl),5,36,1,10,2,2,2,1,1,36,36,36,36.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/toString(),5,5,0,0,0,0,1,1,1,5,5,5,5.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/doEvaluate(SelectorEvalState),5,6,1,2,1,0,2,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/doEvaluate(SelectorConstant, SelectorConstant)",5,14,2,4,1,0,1,1,1,14,14,14,14.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/generateRegexpWithoutWildcard(String),5,25,1,7,3,0,6,1,1,25,25,25,25.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/generateRegexpWithWildcard(String, char)",5,31,2,8,3,0,6,1,1,31,31,31,31.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/generateRegexpPattern(String, String)",5,11,2,1,1,0,3,1,1,11,11,11,11.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/doEvaluate(SelectorConstant),5,14,1,4,1,0,2,1,1,14,14,14,14.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/doEvaluate(SelectorConstant, SelectorConstant, SelectorConstant)",5,55,3,13,2,2,1,1,1,55,55,55,55.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/handleBetweenIntAndInt(SelectorConstant, int, int)",5,12,3,3,1,0,2,1,1,12,12,12,12.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/handleBetweenIntAndDouble(SelectorConstant, int, double)",5,12,3,3,1,0,2,1,1,12,12,12,12.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java/handleBetweenDoubleAndDouble(SelectorConstant, double, double)",5,12,3,3,1,0,2,1,1,12,12,12,12.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/addToStringSet(String),5,5,1,2,1,0,0,1,1,5,5,5,5.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/isNull(),5,14,0,6,1,0,0,1,1,14,14,14,14.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/isTrue(),5,7,0,2,1,0,0,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/getValueAsString(),5,14,0,7,2,0,0,1,1,14,14,14,14.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/toString(),5,18,0,7,2,1,0,1,1,18,18,18,18.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/getBoolValue(),5,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/getIntValue(),5,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/getDoubleValue(),5,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/getStringValue(),5,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java/getStringSet(),5,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java/getMessage(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java/getStack(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java/getDebugIndentCount(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java/setDebugIndentCount(int),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/emitDebug(SimpleNode, SelectorEvalState, boolean)",5,11,3,4,2,0,3,1,1,11,11,11,11.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(SimpleNode, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTOrExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTAndExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTNotExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTGreaterThan, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTLessThan, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTLessThanEqualTo, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTGreaterThanEqualTo, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTEqualTo, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTNotEqualTo, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTIsNullExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTBetweenExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTInExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTLikeExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTAddExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTSubExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTDivideExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTMultiplyExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTNegateExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTLookupExpr, SelectorEvalState)",5,6,2,0,0,0,0,1,1,6,6,6,6.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTConstant, SelectorEvalState)",5,4,2,1,1,0,0,1,1,4,4,4,4.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java/visit(ASTStringVarargParams, SelectorEvalState)",5,4,2,1,1,0,0,1,1,4,4,4,4.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java/evaluateImpl(SelectorConstant, MessageImpl)",5,14,2,5,2,0,2,1,1,0,0,0,0.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java/evaluate(SelectorEvalState),5,8,1,2,1,0,2,1,1,8,8,8,8.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java/toString(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java/evaluateImpl(SelectorConstant, MessageImpl)",5,6,2,2,1,0,2,1,1,0,0,0,0.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java/evaluate(SelectorEvalState),5,8,1,2,1,0,2,1,1,8,8,8,8.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java/toString(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/evaluateImpl(SelectorConstant, SelectorConstant, MessageImpl)",5,47,3,15,2,1,0,1,1,47,47,47,47.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/compareWithInt(Integer, Double)",5,0,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/compareWithInt(Integer, Integer)",5,0,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/compareWithDouble(Double, Double)",5,0,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/compareWithDouble(Double, Integer)",5,0,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/compareWithString(String, String)",5,0,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/compareWithBoolean(Boolean, Boolean)",5,0,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java/toString(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java/createConnection(),5,2,0,0,0,0,1,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java/createConnection(String, String)",5,2,2,0,0,0,1,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java/getReference(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java/createTopicConnection(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java/createTopicConnection(String, String)",5,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/createSessionInstance(boolean, int, MessagingSessionFacade.DestinationType)",5,9,3,4,1,0,0,1,1,9,9,9,9.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/doStart(String, String)",5,0,2,0,0,0,0,1,1,0,0,0,0.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/init(String, String)",5,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/loadConfig(),5,34,0,4,3,0,5,1,1,34,34,34,34.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/openConnection(URL),5,3,1,0,0,0,1,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/getHedwigClientConfig(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/doStop(),5,0,0,0,0,0,0,1,1,0,0,0,0.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/doClose(),5,0,0,0,0,0,0,1,1,0,0,0,0.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/createMessagingSessionFacade(SessionImpl),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/createTopicSession(boolean, int)",5,2,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java/createQueueSession(boolean, int)",5,2,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/equals(Object),5,7,1,6,2,0,1,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/hashCode(),5,3,0,2,1,1,1,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/start(),5,7,0,3,1,0,0,1,1,7,7,7,7.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/stop(),5,2,0,1,1,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/close(),5,6,0,1,1,0,1,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/resetStartInfoSet(),5,4,0,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/findDestinationType(String),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/findDestinationType(Destination),5,3,1,2,1,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createTopicPublisher(Destination),5,2,1,1,1,0,0,1,1,2,2,2,2.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createTopicSubscriber(Destination),5,4,1,0,0,0,0,1,1,4,4,4,4.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createTopicSubscriber(Destination, String, boolean)",5,5,3,0,0,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createDurableSubscriber(Topic, String)",5,7,2,1,1,0,1,1,1,7,7,7,7.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createDurableSubscriber(Topic, String, String, boolean)",5,6,4,1,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/registerUnAcknowledgedMessage(SessionImpl.ReceivedMessage),5,3,1,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/acknowledge(MessageImpl),5,35,1,9,4,0,4,1,1,35,35,35,35.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/sendAcknowledge(String, String, PubSubProtocol.MessageSeqId)",5,10,3,2,2,0,1,1,1,10,10,10,10.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/subscribeToTopic(String, String)",5,37,2,8,2,0,7,2,2,37,37,36,18.5000,1,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/unsubscribeFromTopic(String, String)",5,27,2,5,2,0,5,1,1,27,27,27,27.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/stopTopicDelivery(String, String)",5,12,2,3,3,0,1,1,1,12,12,12,12.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/startTopicDelivery(String, String)",5,27,2,10,3,1,2,1,1,27,27,27,27.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/deliver(ByteString, ByteString, PubSubProtocol.Message, Callback, Object)",5,39,5,9,4,0,5,1,1,39,39,39,39.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/run(),5,12,0,3,4,0,0,1,1,12,12,12,12.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/getSubscriberId(TopicSubscriber),5,4,1,1,1,0,0,1,1,4,4,4,4.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/enqueueReceivedMessage(MessageConsumer, SessionImpl.ReceivedMessage, boolean)",5,4,3,1,1,0,0,1,1,4,4,4,4.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/getPublisher(),5,3,0,1,1,0,0,1,1,3,3,3,3.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/publish(String, MessageImpl)",5,22,2,4,2,0,4,1,1,22,22,22,22.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createQueueSender(Destination),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createQueueReceiver(Destination),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createQueueReceiver(Destination, String)",5,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createQueueReceiver(Destination, String, boolean)",5,1,3,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/getSubscriberId(QueueReceiver),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/stopQueueDelivery(String, String)",5,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/startQueueDelivery(String, String)",5,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createBrowser(Queue),5,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createBrowser(Queue, String)",5,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java/createTemporaryTopic(),5,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
